Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL
1987.404,FALSE,FALSE,TRUE,10077,The American Wing,1987,Painting,The Children of Nathan Starr,American,,,,,Artist,,Ambrose Andrews,"American, Stockbridge, Massachusetts 1801–1877 Palmyra, New York",,"Andrews, Ambrose",American,1801,1877,,,,1835,1835,1835,Oil on canvas,28 3/8 x 36 1/2 in. (72.1 x 92.7 cm),"Gift of Nina Howell Starr, in memory of Nathan Comfort Starr (1896–1981), 1987",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10077,https://www.wikidata.org/wiki/Q19925479,,"Metropolitan Museum of Art, New York, NY",Boys|Girls|Women|Playing|Family|Games,http://vocab.getty.edu/page/aat/300247598|http://vocab.getty.edu/page/aat/300247581|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300435378|http://vocab.getty.edu/page/aat/300069657
40.4,FALSE,FALSE,TRUE,10080,The American Wing,1940,Painting,The Way They Live,American,,,,,Artist,,Thomas Anshutz,"American, Newport, Kentucky 1851–1912 Fort Washington, Pennsylvania",,"Anshutz, Thomas",American,1851,1912,,http://vocab.getty.edu/page/ulan/500011734,https://www.wikidata.org/wiki/Q2757568,1879,1879,1879,Oil on canvas,24 x 17 in. (61 x 43.2 cm),"Morris K. Jesup Fund, 1940",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10080,https://www.wikidata.org/wiki/Q6067009,,"Metropolitan Museum of Art, New York, NY",Houses|Boys|Girls|Women|Working,http://vocab.getty.edu/page/aat/300005433|http://vocab.getty.edu/page/aat/300247598|http://vocab.getty.edu/page/aat/300247581|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300412186
63.200.5,FALSE,FALSE,TRUE,10081,The American Wing,1963,Painting,Hudson's Bay Lemming,American,,,,,Artist,,John Woodhouse Audubon,1812–1862,,"Audubon, John Woodhouse",,1812,1862,,http://vocab.getty.edu/page/ulan/500029919,https://www.wikidata.org/wiki/Q18508415,1846,1846,1846,Oil on canvas,14 x 22 in. (35.6 x 55.9 cm),"Gift of Mrs. Darwin S. Morse, 1963",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10081,https://www.wikidata.org/wiki/Q20171194,,"Metropolitan Museum of Art, New York, NY",Animals|Plants,http://vocab.getty.edu/page/aat/300249525|http://vocab.getty.edu/page/aat/300132360
83.2.468,FALSE,FALSE,TRUE,10082,The American Wing,1883,Painting,Benjamin Franklin,American,,,,,Artist|Artist,After,William P. Babcock|Louis de Carmontelle,"1826–1899|French, Paris 1717–1806 Paris",,"Babcock, William P.|Carmontelle, Louis de",French,1826      |1717      ,1899      |1806      ,|,http://vocab.getty.edu/page/ulan/500006871|http://vocab.getty.edu/page/ulan/500008149,https://www.wikidata.org/wiki/Q18508740|,ca. 1876,1873,1876,Oil on wood,12 1/8 x 8 in. (30.6 x 20.3 cm),"Gift of William H. Huntington, 1883",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10082,https://www.wikidata.org/wiki/Q19924618,,"Metropolitan Museum of Art, New York, NY",Men|Portraits|Benjamin Franklin|Profiles,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/ulan/500331804|http://vocab.getty.edu/page/aat/300123319
83.2.237,FALSE,FALSE,TRUE,10083,The American Wing,1883,Painting,Portrait of Benjamin Franklin,American,,,,,Artist,,William P. Babcock,1826–1899,,"Babcock, William P.",,1826,1899,,http://vocab.getty.edu/page/ulan/500006871,https://www.wikidata.org/wiki/Q18508740,ca. 1870–80 (?),1867,1880,Oil on wood,5 1/4 x 4 1/8 in. (13.3 x 10.5 cm),"Gift of William H. Huntington, 1883",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10083,https://www.wikidata.org/wiki/Q79020713,,"Metropolitan Museum of Art, New York, NY",Men|Benjamin Franklin|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/ulan/500331804|http://vocab.getty.edu/page/aat/300015637
83.2.337,FALSE,FALSE,TRUE,10084,The American Wing,1883,Painting,Portrait of the Marquis de Lafayette,American,,,,,Artist|Artist|Artist,After|After,William P. Babcock|Jules Guerin|Louis Philibert Debucourt,"1826–1899|American, St. Louis, Missouri 1866–1946 Neptune City, New Jersey|French, Paris 1755–1832 Paris",,"Babcock, William P.|Guerin, Jules|Debucourt, Louis Philibert",American|French,1826      |1866      |1755      ,1899      |1946      |1832      ,||,http://vocab.getty.edu/page/ulan/500006871|http://vocab.getty.edu/page/ulan/500018717|http://vocab.getty.edu/page/ulan/500015565,https://www.wikidata.org/wiki/Q18508740||,1850–80,1850,1880,Oil on wood,5 x 5 3/4 in. (12.7 x 14.6 cm),"Gift of William H. Huntington, 1883",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10084,https://www.wikidata.org/wiki/Q79020556,,"Metropolitan Museum of Art, New York, NY",Portraits|Marquis de Lafayette|Men|Profiles,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/ulan/500354248|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300123319
29.85,FALSE,FALSE,TRUE,10085,The American Wing,1929,Painting,James Badger,American,,,,,Artist,,Joseph Badger,1708–1765,,"Badger, Joseph",American,1708,1765,,http://vocab.getty.edu/page/ulan/500022577,https://www.wikidata.org/wiki/Q3184555,1760,1760,1760,Oil on canvas,42 1/2 x 33 1/8 in. (108 x 84.1 cm),"Rogers Fund, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10085,https://www.wikidata.org/wiki/Q19925408,,"Metropolitan Museum of Art, New York, NY",Birds|Cherries|Boys|Portraits,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300247598|http://vocab.getty.edu/page/aat/300015637
12.83,FALSE,FALSE,TRUE,10088,The American Wing,1912,"Painting, miniature",Elizabeth Humphrey,American,,,,,Artist,,Martha Susan Baker,1871–1911,,"Baker, Martha Susan",,1871,1911,Female,,https://www.wikidata.org/wiki/Q21995239,1899,1899,1899,Watercolor on ivory,Sight: 3 1/4 x 2 3/8 in. (8.3 x 6 cm),"Gift of Mrs. Charles E. Baker, 1912",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10088,https://www.wikidata.org/wiki/Q20177918,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943
81.13,FALSE,FALSE,TRUE,10092,The American Wing,1881,Painting,John F. Kensett,American,,,,,Artist,,George Augustus Baker Jr.,1821–1880,,"Baker, George Augustus Jr.",,1821,1880,,http://vocab.getty.edu/page/ulan/500027491,https://www.wikidata.org/wiki/Q20007054,1875,1875,1875,Oil on canvas,27 x 22 in. (68.6 x 55.9 cm),"Gift of an Association of Gentlemen, 1881",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10092,https://www.wikidata.org/wiki/Q20175342,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
40.144,FALSE,FALSE,TRUE,10093,The American Wing,1940,Painting,Mrs. William Loring Andrews,American,,,,,Artist,,George Augustus Baker Jr.,1821–1880,,"Baker, George Augustus Jr.",,1821,1880,,http://vocab.getty.edu/page/ulan/500027491,https://www.wikidata.org/wiki/Q20007054,1861–63,1861,1863,Oil on canvas,30 x 25 in. (76.2 x 63.5 cm),"Gift of Jane Elizabeth Decker, 1940",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10093,https://www.wikidata.org/wiki/Q20175359,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943
1980.360.12,FALSE,FALSE,TRUE,10116,The American Wing,1980,Painting,American Eagle on Red Scroll,American,,,,,Artist,,W. H. Bean,ca. 1830–ca. 1900,,"Bean, W. H.",,1830,1900,,,https://www.wikidata.org/wiki/Q22704559,1860–1900,1860,1900,"Oil on canvas, mounted on masonite","19 3/4 × 23 3/4 in. (50.2 × 60.3 cm)
Framed: 26 1/4 × 22 5/16 × 1 9/16 in. (66.7 × 56.7 × 4 cm)","Bequest of Edgar William and Bernice Chrysler Garbisch, 1979",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10116,https://www.wikidata.org/wiki/Q20177921,,"Metropolitan Museum of Art, New York, NY",Eagles,http://vocab.getty.edu/page/aat/300250049
67.55.164,FALSE,FALSE,TRUE,10131,The American Wing,1967,Painting,Lake of Orta,American,,,,,Artist,,J. Carroll Beckwith,"American, Hannibal, Missouri 1852–1917 New York",,"Beckwith, J. Carroll",American,1852,1917,,http://vocab.getty.edu/page/ulan/500006903,https://www.wikidata.org/wiki/Q2061583,1910 or 1911,1910,1911,Oil on wood,13 3/4 x 10 1/2 in. (34.9 x 26.7 cm),"Bequest of Susan Dwight Bliss, 1966",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10131,https://www.wikidata.org/wiki/Q19925715,,"Metropolitan Museum of Art, New York, NY",Houses|Lakes|Mountains|Trees,http://vocab.getty.edu/page/aat/300005433|http://vocab.getty.edu/page/aat/300008680|http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132410
26.286,FALSE,TRUE,TRUE,10135,The American Wing,1926,"Painting, miniature",Elizabeth Ann Timothy,American,,,,,Artist,,Henry Benbridge,"American, Philadelphia, Pennsylvania 1743–1812 Philadelphia, Pennsylvania",,"Benbridge, Henry",American,1743,1812,,http://vocab.getty.edu/page/ulan/500018051,https://www.wikidata.org/wiki/Q5718019,ca. 1775–85,1772,1785,Watercolor and gouache on ivory,1 1/2 x 1 1/8 in. (3.7 x 3 cm),"Rogers Fund, 1926",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10135,https://www.wikidata.org/wiki/Q19925717,,"Metropolitan Museum of Art, New York, NY",Women|Portraits,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300015637
29.58,FALSE,FALSE,TRUE,10136,The American Wing,1929,Painting,Mrs. Benjamin Simons,American,,,,,Artist,,Henry Benbridge,"American, Philadelphia, Pennsylvania 1743–1812 Philadelphia, Pennsylvania",,"Benbridge, Henry",American,1743,1812,,http://vocab.getty.edu/page/ulan/500018051,https://www.wikidata.org/wiki/Q5718019,ca. 1771–76,1768,1776,Oil on canvas,29 7/8 x 25 in. (75.5 x 63.5 cm),"Fletcher Fund, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10136,https://www.wikidata.org/wiki/Q19924089,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943
28.209.3,FALSE,FALSE,TRUE,10137,The American Wing,1928,"Painting, miniature",Mrs. Clark,American,,,,,Artist,,Henry Benbridge,"American, Philadelphia, Pennsylvania 1743–1812 Philadelphia, Pennsylvania",,"Benbridge, Henry",,1743,1812,,http://vocab.getty.edu/page/ulan/500018051,https://www.wikidata.org/wiki/Q5718019,ca. 1770–73,1767,1773,Watercolor on ivory,Sight: 1 5/8 x 1 5/16 in. (4.1 x 3.3 cm),"The Alfred N. Punnett Endowment Fund, 1928",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10137,https://www.wikidata.org/wiki/Q19925696,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943
69.202,FALSE,FALSE,TRUE,10138,The American Wing,1969,Painting,Portrait of a Gentleman,American,,,,,Artist,,Henry Benbridge,"American, Philadelphia, Pennsylvania 1743–1812 Philadelphia, Pennsylvania",,"Benbridge, Henry",American,1743,1812,,http://vocab.getty.edu/page/ulan/500018051,https://www.wikidata.org/wiki/Q5718019,ca. 1770–72,1767,1772,Oil on canvas,49 1/4 x 39 1/2 in. (125.1 x 100.3 cm),"Morris K. Jesup, Maria DeWitt Jesup, and Louis V. Bell Funds, 1969",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10138,https://www.wikidata.org/wiki/Q19924885,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
68.222.21,FALSE,FALSE,TRUE,10139,The American Wing,1968,"Painting, miniature",Portrait of a Gentleman,American,,,,,Artist,,Henry Benbridge,"American, Philadelphia, Pennsylvania 1743–1812 Philadelphia, Pennsylvania",,"Benbridge, Henry",American,1743,1812,,http://vocab.getty.edu/page/ulan/500018051,https://www.wikidata.org/wiki/Q5718019,ca. 1780,1777,1780,Watercolor on ivory,1 1/2 x 1 in. (3.9 x 2.5 cm),"Gift of J. William Middendorf II, 1968",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10139,https://www.wikidata.org/wiki/Q20177924,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
1982.119.1,FALSE,FALSE,TRUE,10149,The American Wing,1982,Painting,Canadian Rockies (Lake Louise),American,,,,,Artist,,Albert Bierstadt,"American, Solingen 1830–1902 New York",,"Bierstadt, Albert",American,1830,1902,,http://vocab.getty.edu/page/ulan/500001248,https://www.wikidata.org/wiki/Q77132,ca. 1889,1886,1889,Oil on paper mounted to board,"14 3/4 x 21in. (37.5 x 53.3cm)
Framed: 25 13/16 x 34 9/16 x 3 9/16 in. (65.5 x 87.8 x 9 cm)","Bequest of Ruth Alms Barnard, 1981",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10149,https://www.wikidata.org/wiki/Q19924706,,"Metropolitan Museum of Art, New York, NY",Landscapes|Lakes|Mountains,http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300008680|http://vocab.getty.edu/page/aat/300008795
09.214.1,FALSE,FALSE,TRUE,10150,The American Wing,1909,Painting,"Merced River, Yosemite Valley",American,,,,,Artist,,Albert Bierstadt,"American, Solingen 1830–1902 New York",,"Bierstadt, Albert",American,1830,1902,,http://vocab.getty.edu/page/ulan/500001248,https://www.wikidata.org/wiki/Q77132,1866,1866,1866,Oil on canvas,36 x 50 in. (91.4 x 127 cm),"Gift of the sons of William Paton, 1909",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10150,https://www.wikidata.org/wiki/Q20170835,,"Metropolitan Museum of Art, New York, NY",Landscapes|Rivers|Mountains,http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300008707|http://vocab.getty.edu/page/aat/300008795
1979.490.2,FALSE,FALSE,TRUE,10151,The American Wing,1979,Painting,Mountain Scene,American,,,,,Artist,,Albert Bierstadt,"American, Solingen 1830–1902 New York",,"Bierstadt, Albert",American,1830,1902,,http://vocab.getty.edu/page/ulan/500001248,https://www.wikidata.org/wiki/Q77132,1880–90,1880,1890,Oil on paper,14 3/4 x 21 in. (37.5 x 53.3 cm),"Gift of Mrs. J. Augustus Barnard, 1979",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10151,https://www.wikidata.org/wiki/Q20175400,,"Metropolitan Museum of Art, New York, NY",Mountains|Landscapes,http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294
1979.490.3,FALSE,FALSE,TRUE,10152,The American Wing,1979,Painting,"Nevada Falls, Yosemite",American,,,,,Artist,,Albert Bierstadt,"American, Solingen 1830–1902 New York",,"Bierstadt, Albert",American,1830,1902,,http://vocab.getty.edu/page/ulan/500001248,https://www.wikidata.org/wiki/Q77132,1872 or 1873,1872,1873,Oil on canvas,"39 × 30 in. (99.1 × 76.2 cm)
Framed: 48 1/16 x 39 x 5 1/16 in. (122 x 99.1 x 12.8 cm)","Gift of Mrs. J. Augustus Barnard, 1979",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10152,https://www.wikidata.org/wiki/Q19924804,,"Metropolitan Museum of Art, New York, NY",Men|Women|Waterfalls|Landscapes|Trees,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300008736|http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300132410
7.123,TRUE,TRUE,TRUE,10154,The American Wing,1907,Painting,"The Rocky Mountains, Lander's Peak",American,,,,,Artist,,Albert Bierstadt,"American, Solingen 1830–1902 New York",,"Bierstadt, Albert",American,1830,1902,,http://vocab.getty.edu/page/ulan/500001248,https://www.wikidata.org/wiki/Q77132,1863,1863,1863,Oil on canvas,73 1/2 x 120 3/4 in. (186.7 x 306.7 cm),"Rogers Fund, 1907",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10154,https://www.wikidata.org/wiki/Q7761325,,"Metropolitan Museum of Art, New York, NY",Tents|Horses|Mountains|Landscapes,http://vocab.getty.edu/page/aat/300005694|http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294
1979.490.4,FALSE,FALSE,TRUE,10155,The American Wing,1979,Painting,Sea Cove,American,,,,,Artist,,Albert Bierstadt,"American, Solingen 1830–1902 New York",,"Bierstadt, Albert",American,1830,1902,,http://vocab.getty.edu/page/ulan/500001248,https://www.wikidata.org/wiki/Q77132,ca. 1880–90,1877,1890,Oil on wood,14 x 19 in. (35.6 x 48.3 cm),"Gift of Mrs. J. Augustus Barnard, 1979",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10155,https://www.wikidata.org/wiki/Q20171204,,"Metropolitan Museum of Art, New York, NY",Beaches|Trees,http://vocab.getty.edu/page/aat/300008816|http://vocab.getty.edu/page/aat/300132410
1976.337,FALSE,FALSE,TRUE,10156,The American Wing,1976,Painting,Study of a Tree,American,,,,,Artist,,Albert Bierstadt,"American, Solingen 1830–1902 New York",,"Bierstadt, Albert",American,1830,1902,,http://vocab.getty.edu/page/ulan/500001248,https://www.wikidata.org/wiki/Q77132,ca. 1864,1861,1864,Oil on paper mounted on board,9 1/4 x 7 7/8 in. (23.5 x 20 cm),"Gift of Mr. and Mrs. Maurice Glickman, 1976",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10156,https://www.wikidata.org/wiki/Q20175412,,"Metropolitan Museum of Art, New York, NY",Trees,http://vocab.getty.edu/page/aat/300132410
66.114,FALSE,FALSE,TRUE,10158,The American Wing,1966,Painting,Sunrise on the Matterhorn,American,,,,,Artist,,Albert Bierstadt,"American, Solingen 1830–1902 New York",,"Bierstadt, Albert",American,1830,1902,,http://vocab.getty.edu/page/ulan/500001248,https://www.wikidata.org/wiki/Q77132,after 1875,1876,1885,Oil on canvas,58 1/2 x 42 5/8 in. (148.6 x 108.3 cm),"Gift of Mrs. Karl W. Koeniger, 1966",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10158,https://www.wikidata.org/wiki/Q20170866,,"Metropolitan Museum of Art, New York, NY",Landscapes|Mountains|Dawn,http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300343621
33.61,TRUE,TRUE,TRUE,10159,The American Wing,1933,Painting,Fur Traders Descending the Missouri,American,,,,,Artist,,George Caleb Bingham,"American, Augusta County, Virginia 1811–1879 Kansas City, Missouri",,"Bingham, George Caleb",American,1811,1879,,http://vocab.getty.edu/page/ulan/500028547,https://www.wikidata.org/wiki/Q598030,1845,1845,1845,Oil on canvas,29 x 36 1/2 in. (73.7 x 92.7 cm),"Morris K. Jesup Fund, 1933",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10159,https://www.wikidata.org/wiki/Q3172087,,"Metropolitan Museum of Art, New York, NY",Human Figures|Men|Cats|Rivers|Boats,http://vocab.getty.edu/page/aat/300404114|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300265960|http://vocab.getty.edu/page/aat/300008707|http://vocab.getty.edu/page/aat/300178749
55.202,FALSE,FALSE,TRUE,10164,The American Wing,1955,"Painting, miniature",Bishop William White,American,,,,,Artist,,William Russell Birch,"American (born England), Warwick 1755–1834 Philadelphia, Pennsylvania",,"Birch, William Russell",American,1755,1834,,http://vocab.getty.edu/page/ulan/500018910,https://www.wikidata.org/wiki/Q8017857,ca. 1830,1825,1825,Enamel on copper,1 1/4 x 1 1/8 in. (3.3 x 2.6 cm),"Gift of Harry G. Friedman, 1955",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10164,https://www.wikidata.org/wiki/Q19924048,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
